bin	CHR	START	END	SRR089377	SRR054598	SRR053605	SRR054594	SRR089397	SRR054614	SRR089402	SRR053676	SRR053633	SRR053617	SRR054608	SRR053608	SRR054602	SRR089401	SRR053668	SRR054606	SRR054613	SRR053631	SRR054575	SRR053679	SRR054604	SRR053611	SRR053607	SRR053602	SRR054610
3530	chr11	132873409	133381065	2483	281	843	192	1371	1722	1714	311	2179	1239	917	777	959	1577	1164	572	1136	1574	615	250	139	1105	663	962	1417
3531	chr11	133381064	133902622	2270	286	961	188	1563	1373	1474	177	1817	1071	1149	771	972	1275	1233	706	1024	1495	731	284	97	1153	638	896	1423
3532	chr11	133902621	134423445	1849	398	935	202	1887	1387	1361	195	1696	1089	1181	692	896	1259	1072	826	1166	1317	789	258	108	982	762	718	1188
3533	chr11	134423444	135006516	2283	282	798	213	1959	1460	1055	220	1916	1042	1152	634	1018	1264	1036	645	1140	1358	683	298	112	1013	653	663	1253
3534	chr12	1	675764	1963	465	851	397	2019	2942	5775	1023	1848	874	2080	762	1380	4773	1076	1167	1841	1405	2686	1082	932	1047	543	746	1823
3535	chr12	675763	1189813	1678	276	557	350	1717	2291	5123	925	1896	1094	1869	829	1219	3630	962	850	1371	1376	2549	904	843	938	547	769	1544
3536	chr12	1189812	1705327	1750	336	733	394	1909	2033	5699	1060	1751	1062	1725	590	1137	3786	1086	1114	1748	1283	2549	867	939	1159	616	910	1470
3537	chr12	1705326	2220083	1823	355	659	497	1305	2166	5214	904	1543	944	2263	736	1625	3936	980	959	1845	1344	2916	987	888	873	554	777	1860
3538	chr12	2220082	2734648	1932	570	931	457	2177	2288	6328	1355	2443	1254	2589	745	1378	4962	1072	1127	2707	1797	3143	1246	1227	1541	846	1029	2094
3539	chr12	2734647	3252079	2061	507	863	432	1759	2044	6508	1060	2000	1119	2283	677	1443	5150	920	948	2172	1506	2932	1116	1086	1008	744	801	2100
3540	chr12	3252078	3770330	1915	515	809	377	2009	2383	5517	1197	2135	1291	2065	758	1384	4435	1029	1275	2016	1433	2962	1070	1083	972	491	812	2072
3541	chr12	3770329	4286863	2110	389	928	366	2123	2154	5866	1028	1847	1106	2206	771	1510	5324	711	1306	1972	1423	3070	965	993	1191	614	870	2275
3542	chr12	4286862	4804476	2070	491	821	375	2238	2043	5131	929	1951	1043	2132	644	1381	4501	1081	1024	2008	1363	2707	1066	919	916	661	750	2103
3543	chr12	4804475	5320474	2128	457	966	450	1787	2724	5811	1046	2339	1118	2178	819	1543	4903	1042	1102	2450	1629	2999	1063	1120	1053	828	948	2017
3544	chr12	5320473	5838096	1879	459	893	374	1976	2448	5917	1214	2018	1157	2230	704	1280	5410	1165	1200	2310	1345	2735	1051	1086	1198	692	787	1978
3545	chr12	5838095	6359572	1885	488	998	434	1995	2655	5396	1114	2010	1224	1852	747	1387	4804	887	1011	2168	1759	3071	1123	1059	1033	634	836	2164
3546	chr12	6359571	6873066	2057	401	748	466	2117	2288	4836	1182	1824	1308	1898	893	1509	4791	663	1293	2486	1389	3207	1070	972	980	564	899	2096
3547	chr12	6873065	7442078	2043	400	934	502	2199	2601	5157	1164	2106	1280	2108	878	1561	5081	961	1062	2314	1592	3168	1160	1039	1020	502	926	2062
3548	chr12	7442077	7976301	1491	325	690	366	1875	1701	4619	963	1467	868	1720	682	1305	4224	1058	945	1859	1197	2811	814	932	889	500	675	1656
3549	chr12	7976300	8620020	1825	336	656	296	1777	1797	4528	1095	1532	975	1642	573	1220	4207	865	911	1891	1038	2375	811	895	770	492	669	1682
3550	chr12	8620019	9149438	1693	381	825	433	1888	2189	4964	1073	1675	1159	1971	740	1632	4403	922	961	2214	1280	2771	992	868	940	632	744	1846
3551	chr12	9149437	9794928	1766	346	721	348	1664	2031	4712	884	2003	897	1879	626	1160	3931	908	926	1968	1362	2231	832	947	898	585	689	1951
3552	chr12	9794927	10310397	1824	321	747	305	1935	1797	4727	1028	1648	985	1616	727	1007	4263	645	842	1863	1437	2709	988	832	1116	617	832	1467
3553	chr12	10310396	10849290	2198	304	802	279	2288	1586	5359	834	1978	1127	1891	590	1141	4949	907	1016	1994	1624	2494	996	953	952	550	780	1719
3554	chr12	10849289	11370009	2066	352	820	339	1856	2009	4280	943	1904	1283	1802	752	1081	5309	958	861	1838	1274	2646	865	833	1090	657	845	1661
3555	chr12	11370008	11916813	2372	375	836	395	1902	2144	5594	1024	1816	1029	1729	676	1399	4947	1101	992	2035	1766	2614	1085	956	996	613	928	2138
3556	chr12	11916812	12436197	2049	439	795	321	1688	2196	5470	783	1684	919	1995	707	1332	4449	1222	915	1880	1108	2456	1053	969	1084	648	872	1826
3557	chr12	12436196	12952824	1970	387	836	336	2052	1846	5575	1020	1693	1126	1792	718	1303	3807	977	835	1989	1315	2619	1025	898	1030	573	757	1536
3558	chr12	12952823	13465128	2098	456	753	412	1844	2283	5858	1151	2043	1201	2147	741	1407	4417	941	983	2284	1440	2745	914	928	917	717	797	2218
3559	chr12	13465127	13981468	2028	451	826	381	1888	2167	4080	933	2126	1117	1888	676	1271	3840	976	1093	2384	1873	2077	768	803	1085	642	859	1884
3560	chr12	13981467	14495994	2053	397	803	357	1494	2100	3514	779	1988	1083	1472	642	1259	3250	898	879	1989	1539	1628	703	765	1096	484	784	1788
3561	chr12	14495993	15010490	2117	290	798	307	1354	1622	3481	605	1541	1040	1603	678	1031	3289	1079	932	1765	1191	1720	769	629	902	543	844	1645
3562	chr12	15010489	15522179	1907	431	757	359	2157	2695	4339	728	1898	1078	1948	761	1427	3896	1175	943	2152	1737	1992	941	953	1111	513	953	2240
3563	chr12	15522178	16031271	2096	348	830	280	1911	2134	3982	886	1640	977	1883	588	1186	3434	848	868	1990	1618	2054	708	725	1120	488	818	1758
3564	chr12	16031270	16546456	1870	362	756	347	1628	2252	3809	925	1830	937	1816	704	1372	2815	1121	1034	2080	1275	2074	792	753	1136	579	664	1792
3565	chr12	16546455	17058165	2270	417	895	297	1636	2225	3753	818	1895	1345	1941	855	1370	3988	1231	1085	2303	1937	2297	838	923	1038	765	844	1874
3566	chr12	17058164	17579383	2382	340	764	391	1784	2410	4338	819	2143	1519	1989	841	1127	3501	1205	1052	2157	1504	2511	709	830	1051	445	765	1865
3567	chr12	17579382	18117722	1989	275	817	310	1770	1854	4334	717	1593	1221	1848	504	1304	3156	1193	957	1668	1298	1864	715	768	974	536	653	1550
3568	chr12	18117721	18635424	2048	278	773	314	1900	1556	3764	675	1525	1008	1607	646	1138	3258	842	840	1564	1366	2022	709	644	914	520	747	1495
3569	chr12	18635423	19150691	2239	379	818	368	1889	1606	4032	817	2149	1192	1788	739	1192	3521	1051	1024	1893	1509	2188	689	904	1046	699	824	1719
3570	chr12	19150690	19661272	2301	301	726	387	1554	2046	4203	722	1762	1216	1548	571	1022	3382	943	977	1718	1327	1766	712	750	964	520	725	1710
3571	chr12	19661271	20178374	2014	362	752	364	1561	2316	4076	734	1800	1032	1911	725	1128	2789	1132	969	2022	1493	1895	636	839	1065	663	858	1794
3572	chr12	20178373	20688606	2068	233	702	250	1893	1473	4010	846	1733	1024	1422	786	751	3276	1204	679	1487	1313	2198	729	614	1045	722	767	1358
3573	chr12	20688605	21213820	1858	248	773	286	1822	1593	4163	807	1806	978	1389	695	787	3481	1270	778	1417	1765	1854	736	574	1007	446	779	1451
3574	chr12	21213819	21753783	2067	287	828	213	1313	1408	3858	845	2003	997	1444	730	815	3197	1033	645	1720	1636	2077	629	701	1061	685	846	1205
3575	chr12	21753782	22271636	1989	242	723	219	2050	1110	4114	782	1475	1045	1312	533	808	3830	1138	795	1493	1313	1802	684	1133	1013	487	781	1218
3576	chr12	22271635	22806413	1791	242	678	220	1967	1361	3794	649	1936	1168	1636	526	693	3194	1087	840	1586	1373	2084	700	2781	1021	538	776	1026
3577	chr12	22806412	23328924	2099	286	834	333	2118	1343	4046	800	1786	1210	1666	796	718	3084	995	964	1899	1763	2014	814	3254	1105	739	796	1188
3578	chr12	23328923	23846230	1909	217	814	291	1704	1286	3673	688	2084	1031	1574	769	708	3416	1182	885	1210	1781	1879	709	2704	944	585	747	1114
3579	chr12	23846229	24354103	1773	262	900	272	1894	1268	3786	632	1896	1101	1827	612	795	2877	1092	966	1411	1478	1804	748	4397	1049	568	832	1103
3580	chr12	24354102	24865776	2020	213	780	342	2042	1440	4131	624	2005	1169	1979	671	895	3121	1005	1320	1765	1559	2002	751	6087	1001	639	900	1262
3581	chr12	24865775	25375581	2067	223	903	232	1996	1081	3562	749	1755	1129	1585	722	720	2827	942	1072	1414	1284	1916	718	4399	927	584	666	885
3582	chr12	25375580	25902161	2143	192	900	298	1988	1654	3076	733	1921	1122	1543	682	852	2871	1061	914	1387	1539	1575	697	3745	1148	475	842	1077
3583	chr12	25902160	26413463	2008	228	725	332	1731	1624	4387	759	1973	1032	1358	667	872	4147	1082	687	1565	1376	2500	885	1160	1105	549	849	1113
3584	chr12	26413462	26926955	2142	230	811	256	2118	1120	5077	823	1868	1078	1220	594	840	3958	853	526	1293	1310	2430	949	734	1113	505	745	1021
3585	chr12	26926954	27455751	2239	242	638	219	1723	1199	3507	494	1970	1004	1415	754	659	2549	506	469	1459	1595	1540	555	503	848	574	761	1077
3586	chr12	27455750	27972688	2286	265	721	229	1532	1279	2491	534	1853	1108	1312	636	840	2208	636	577	1588	1473	1292	424	681	894	578	921	1118
3587	chr12	27972687	28488413	1878	343	811	298	2221	1290	3015	459	1937	1318	1443	791	851	2196	489	721	1800	1820	1372	533	644	1159	657	941	1447
3588	chr12	28488412	29012117	2120	291	812	270	2085	1348	2391	539	2315	1247	1249	604	830	2144	640	502	1515	1516	1334	526	621	988	634	960	1165
3589	chr12	29012116	29529843	2134	237	659	246	1795	1289	2195	408	1765	1106	1441	544	901	2104	614	487	1735	1329	1281	535	596	1037	546	873	1218
3590	chr12	29529842	30057088	2056	220	787	231	1904	1239	1987	472	1697	1047	1134	636	786	2055	943	517	1477	1458	1195	488	516	1002	447	659	1021
3591	chr12	30057087	30579291	1926	268	736	293	2004	1284	2486	478	1931	1100	1289	630	929	2278	743	446	1341	1278	1299	483	503	982	592	853	1235
3592	chr12	30579290	31101138	2139	234	905	288	2012	1224	2482	457	1878	1022	1432	683	751	1872	883	550	1486	1492	1146	466	522	1141	563	810	1270
3593	chr12	31101137	31692567	1747	169	630	281	1659	1222	2470	513	1809	1095	1387	630	876	2087	638	579	1459	1561	1524	467	604	907	596	667	1403
3594	chr12	31692566	32212341	2031	302	845	308	2062	1421	2568	665	1663	1073	1507	773	830	2129	771	688	1447	1271	1024	410	577	963	548	670	1518
3595	chr12	32212340	32730697	1795	198	717	220	1605	1229	2206	420	1420	937	1043	544	736	2033	754	539	1283	1161	1213	422	492	943	471	668	1000
3596	chr12	32730696	33247406	1718	267	673	175	1573	1049	2047	451	1600	923	1145	641	758	2186	700	522	1213	1133	1043	454	499	828	573	574	933
3597	chr12	33247405	33778280	2296	223	710	212	1818	1443	2827	514	1954	1049	1382	719	753	2576	1013	437	1743	1609	1311	473	599	958	527	736	1138
3598	chr12	33778279	34330298	2036	326	766	188	2168	1476	2609	546	1891	1104	1299	741	856	2519	987	674	1494	1197	1453	505	1097	779	606	769	1336
3599	chr12	34330297	38408976	2942	381	816	403	2977	2139	4115	594	2241	1182	2153	776	1473	3387	1440	990	2189	1664	1467	630	882	1191	660	998	2233
3600	chr12	38408975	38946087	1983	296	725	205	1762	1834	2626	426	1494	1034	1729	510	1060	1965	944	876	1730	1296	1045	417	474	881	488	761	1597
3601	chr12	38946086	39472446	1905	325	774	208	1883	1457	2532	403	2058	1151	1629	626	1054	1994	928	819	1751	1511	1011	320	484	917	537	777	1281
3602	chr12	39472445	39993768	2324	250	848	157	1972	1474	1283	272	1946	1200	796	716	740	1397	1036	587	1180	1547	703	210	216	1014	560	763	972
3603	chr12	39993767	40523181	2187	262	681	131	1752	1301	1311	176	1944	1008	854	733	829	1180	863	539	921	1404	683	217	208	982	580	624	1102
3604	chr12	40523180	41029023	1661	214	555	139	1495	1087	1111	178	1409	999	617	617	555	950	473	494	735	1162	538	161	166	888	447	737	913
3605	chr12	41029022	41543512	1843	219	660	120	1565	1090	1234	298	1880	945	741	599	580	1440	581	481	794	1301	806	209	232	849	615	710	1115
3606	chr12	41543511	42056644	1987	253	728	173	1898	1361	996	224	1917	1106	896	672	732	1297	499	572	1101	1701	662	235	206	959	575	904	1100
3607	chr12	42056643	42591229	2149	210	716	142	2029	1086	1243	426	1828	1205	777	652	776	962	570	578	1215	1281	658	173	205	936	566	864	1156
3608	chr12	42591228	43104622	2318	246	853	159	1579	1408	1283	241	1688	1118	931	624	846	1047	619	556	1007	1153	632	180	171	1090	648	794	1296
3609	chr12	43104621	43613642	2290	230	832	209	1928	1290	1450	277	2035	1175	1060	693	781	1230	594	591	1107	1629	609	213	212	1004	629	917	1339
3610	chr12	43613641	44136248	1905	193	927	174	1803	1338	1228	250	1639	1089	739	664	885	1088	734	518	967	1383	664	239	189	1002	532	778	1192
3611	chr12	44136247	44658465	2250	212	824	183	1892	1302	1280	274	1814	1120	960	731	780	1379	574	616	1108	1435	720	268	246	1132	544	909	1432
3612	chr12	44658464	45175034	2064	300	873	157	1901	1057	1363	306	1536	1063	1018	650	849	1120	517	625	962	1532	585	277	176	1029	627	805	1127
3613	chr12	45175033	45695190	2106	220	848	157	1557	1425	1367	255	1836	1040	922	738	760	1104	456	590	1028	1357	544	236	235	867	544	797	1095
3614	chr12	45695189	46207913	2012	183	838	188	1913	1292	1170	280	2173	1166	892	706	880	1235	520	483	926	1439	467	210	178	988	601	784	1193
3615	chr12	46207912	46720362	1857	222	804	175	2066	1240	1021	221	1843	1044	812	652	704	880	585	577	973	1198	743	261	248	998	616	804	1226
3616	chr12	46720361	47240591	2123	212	736	134	1733	1267	1206	183	1949	961	880	592	686	1246	478	570	777	1360	632	226	242	1007	501	814	1144
3617	chr12	47240590	47760946	2085	275	863	179	1862	1582	1179	354	2116	991	1121	765	904	1358	517	540	1100	1409	772	242	325	1017	617	828	1271
3618	chr12	47760945	48274180	1834	230	688	152	2115	1411	1254	214	1659	1070	917	713	832	1170	556	705	1105	1417	800	260	312	1112	492	797	1216
3619	chr12	48274179	48788572	1731	271	855	233	1914	1266	1292	351	1800	1045	992	649	710	1237	552	691	1015	1487	713	263	410	1168	580	867	1262
3620	chr12	48788571	49317290	1698	214	651	151	1760	1643	1049	222	1668	832	963	589	748	1463	640	542	1124	1154	698	293	246	936	529	667	1060
3621	chr12	49317289	49828425	1826	277	641	188	1908	1268	1396	291	2059	883	1256	705	881	1309	850	602	1068	1186	697	299	309	1052	545	689	1183
3622	chr12	49828424	50336734	2219	250	745	202	1813	1762	1668	260	1762	1234	1193	683	939	1093	658	763	1064	1165	677	249	382	907	521	828	1265
3623	chr12	50336733	50845189	1722	194	538	156	1646	1417	1894	340	1400	940	1045	588	737	1378	477	597	1021	1333	779	245	395	893	520	615	1056
3624	chr12	50845188	51355354	2042	250	729	180	1851	1372	2290	601	1939	1198	885	744	947	1847	984	651	1063	1415	1304	494	471	970	794	825	1286
3625	chr12	51355353	51866653	2089	226	764	146	1568	1395	3044	597	1556	1075	982	659	867	1842	973	775	1262	1455	1419	436	466	1110	608	894	1447
3626	chr12	51866652	52387169	2018	312	821	204	1934	1763	3114	590	2000	999	1331	793	872	2020	1050	795	1471	1347	1637	437	672	1306	544	930	1529
3627	chr12	52387168	52904043	2139	326	975	247	2150	1200	2397	500	2111	1143	1150	782	943	1904	1038	757	1366	1514	1181	465	486	1067	637	736	1352
3628	chr12	52904042	53410486	2067	264	773	251	1693	1720	2864	620	1817	1120	834	765	825	2086	1031	780	1242	1567	1423	490	522	1060	544	880	1428
3629	chr12	53410485	53921755	2178	331	964	270	1745	1646	3079	579	1619	1210	1080	815	860	1644	1006	662	1313	1398	1583	600	533	1099	676	911	1472
3630	chr12	53921754	54428376	2350	250	971	248	1682	1598	2427	550	1680	1268	1218	821	819	1742	1031	700	1279	1492	1436	414	545	1061	633	920	1512
3631	chr12	54428375	54954820	2273	296	792	260	1618	1521	2527	495	2296	1239	1241	829	1177	1558	1041	735	1464	1510	1343	534	545	947	509	1041	1352
3632	chr12	54954819	55488627	1913	232	979	190	1937	1476	2633	400	1869	1267	1160	714	744	2134	982	600	930	1459	1196	461	504	1013	570	786	1293
3633	chr12	55488626	56053832	2317	210	930	151	1844	1328	2846	387	1783	1175	814	711	852	2427	1118	637	1198	1525	1331	455	655	1192	610	696	1178
3634	chr12	56053831	56563672	1946	296	755	194	1930	1524	2316	570	1779	1136	1043	745	919	2067	979	594	1052	1560	1377	376	574	860	621	733	1115
3635	chr12	56563671	57077235	1830	266	787	179	1793	1604	2538	532	1851	1132	928	660	838	2164	771	785	1210	1521	1463	517	597	951	604	829	1391
3636	chr12	57077234	57599760	2210	231	849	248	2054	1797	2707	593	2342	1056	1034	727	834	2149	1143	732	1238	1717	1478	530	641	1150	571	883	1314
3637	chr12	57599759	58112815	2091	249	710	197	1688	1523	2881	521	1822	1350	1089	730	781	2499	996	512	986	1259	1267	558	647	1215	600	1012	1295
3638	chr12	58112814	58636297	1817	287	732	225	1947	1665	3134	466	2014	1103	1244	665	814	1904	876	761	1067	1372	1381	451	557	947	567	750	1118
3639	chr12	58636296	59155147	1791	202	991	193	1764	1537	2459	523	1785	1049	917	767	683	2340	790	548	992	1288	1107	455	529	1174	573	696	1199
3640	chr12	59155146	59672620	2004	267	702	167	1952	1419	2836	384	1732	1144	904	783	811	2049	965	529	948	1491	1403	530	570	894	582	854	979
3641	chr12	59672619	60193228	2466	229	804	151	1653	1210	2227	506	1716	1128	774	706	853	2208	975	551	918	1425	1235	463	532	1033	486	895	987
3642	chr12	60193227	60704304	2071	241	1010	222	2168	1328	2840	481	1818	993	1089	746	782	2670	1136	557	975	1351	1630	536	582	1202	601	826	1341
3643	chr12	60704303	61220463	2175	310	738	175	1856	1367	3023	677	2195	1159	894	705	874	2398	792	650	935	1596	1326	601	651	1105	571	885	1413
3644	chr12	61220462	61754329	2227	277	726	178	2239	1704	2684	589	1988	1102	986	772	922	2567	968	639	1139	1681	1295	501	591	1137	577	830	1315
3645	chr12	61754328	62271936	1983	240	740	154	2129	1283	2584	569	1932	1042	905	617	754	2377	1237	546	988	1432	1327	470	511	1002	577	790	1002
3646	chr12	62271935	62785264	1867	265	930	190	2187	1249	2991	511	1551	986	807	802	737	2203	925	655	1023	1434	1279	549	566	1078	631	790	1225
3647	chr12	62785263	63291924	2101	274	813	202	1874	1219	2434	387	1838	1145	801	622	791	2179	823	557	942	1545	1287	506	590	1018	590	726	1097
3648	chr12	63291923	63808279	2189	254	808	159	2177	1455	2305	585	1687	1126	891	769	741	2213	930	567	991	1344	1258	468	503	1096	717	690	1008
3649	chr12	63808278	64411053	2056	203	731	173	1666	1146	2655	558	1762	1125	1061	610	747	2115	560	652	933	1517	1201	482	555	997	522	718	1178
3650	chr12	64411052	64931200	2078	207	853	152	1745	1140	2434	440	1789	979	823	604	867	1782	452	511	945	1140	1168	411	549	1002	617	655	1125
3651	chr12	64931199	65442287	1779	257	755	203	1850	1297	2602	520	1674	1124	995	602	1058	1993	743	651	1010	1307	1187	520	572	1072	668	815	1088
3652	chr12	65442286	65956574	2157	290	754	184	1802	1324	2654	502	1700	1226	929	598	811	2152	584	711	1177	1367	1354	487	522	907	631	886	1075
3653	chr12	65956573	66464016	1809	305	799	232	1949	1193	2819	476	2025	935	1194	847	835	2145	653	570	1103	1427	1234	546	715	1070	675	870	1202
3654	chr12	66464015	66988646	2192	237	822	171	2270	1384	3100	565	1913	1119	1173	589	891	2188	860	780	1149	1778	1488	434	576	1166	587	850	1217
3655	chr12	66988645	67491773	2284	226	765	182	1682	1288	2941	540	1688	1339	970	800	746	2108	788	598	1188	1626	1574	429	643	1090	597	907	1097
3656	chr12	67491772	68002489	2285	247	770	152	1752	1411	2479	446	1910	933	750	594	849	1971	971	617	1028	1472	1099	371	499	1014	519	716	984
3657	chr12	68002488	68523924	2160	232	850	166	1979	1375	2945	377	2030	1005	1046	659	837	2230	1058	752	1056	1685	1246	524	564	1084	565	803	1280
3658	chr12	68523923	69030531	2035	191	917	168	1892	1570	2279	512	1708	1154	857	601	692	1831	806	565	763	1244	1151	412	657	1049	584	754	935
3659	chr12	69030530	69543417	2164	258	721	193	1891	1372	2900	382	1761	1014	924	611	678	2171	624	647	1015	1255	1288	405	412	967	449	728	978
3660	chr12	69543416	70051310	2298	244	806	152	1844	1328	2451	547	1714	1080	1082	720	917	2545	465	586	1148	1569	1169	411	588	1041	663	853	1048
3661	chr12	70051309	70586026	2223	215	782	173	1723	1340	2335	450	2021	1129	1027	610	814	2006	574	573	967	1270	1161	527	573	923	526	824	1122
3662	chr12	70586025	71100386	2265	216	884	179	1807	1340	2478	504	1656	1102	962	762	777	1883	529	581	1006	1552	1201	431	491	1004	490	694	1277
3663	chr12	71100385	71622806	2059	274	772	187	2100	1438	2450	445	1807	931	1127	788	839	2100	586	698	1069	1514	1209	518	665	1008	612	675	1000
3664	chr12	71622805	72128511	1986	266	720	171	1859	1402	2271	568	1622	1030	981	749	898	2434	748	582	1108	1403	1475	467	555	1179	516	965	1480
3665	chr12	72128510	72637781	1849	268	869	161	1903	1483	2534	568	2041	1025	1038	758	833	2390	889	629	1039	1607	1460	483	607	1112	617	759	1276
3666	chr12	72637780	73159213	1906	238	743	164	1834	1286	2343	578	1730	1188	973	758	836	2024	987	505	1017	1597	1144	456	470	1004	589	808	1222
3667	chr12	73159212	73687895	1621	236	809	162	1877	1142	2609	627	1771	1103	1004	725	786	1947	913	578	1029	1397	1602	526	363	1118	548	853	1367
3668	chr12	73687894	74204290	1743	216	727	180	1836	1230	2773	547	1692	1121	955	695	771	2069	987	627	965	1300	1190	508	441	1186	489	700	1157
3669	chr12	74204289	74721173	2292	265	779	208	1672	1401	2618	380	1691	1219	1012	684	742	2194	998	660	1059	1245	1305	424	470	834	519	852	1168
3670	chr12	74721172	75235812	2054	267	801	184	1893	1503	2292	423	2127	1112	1084	673	926	2448	1041	733	1123	1399	1614	425	503	1186	768	928	1108
3671	chr12	75235811	75749467	1920	259	743	148	1660	1141	2164	601	1963	1291	943	667	845	1832	997	633	921	1499	1457	454	428	1143	584	840	1310
